WorkDate,Customer,Location,BusinessType,OrderCount,NumberOfPieces,TotalRevenue
2020-05-16,Starbucks,Dallas,Middle Mile,3,12,181.62
2020-05-16,Starbucks,Miami,Middle Mile,6,30,130.41
2020-05-16,Starbucks,San Diego,Middle Mile,6,30,526.09
2020-05-16,Starbucks,Milwaukee,Middle Mile,6,30,259.52
2020-05-16,Home Depot,Birmingham,Final Mile,2,10,749.53
2020-05-16,Chipotle,Houston,Final Mile,6,36,542.1
2020-05-16,Costco,Nashville,First Mile,2,10,313.3
2020-05-16,Costco,New York,First Mile,3,15,222.83
2020-05-16,Costco,San Diego,First Mile,4,24,532.32
2020-05-16,Amazon,Atlanta,Final Mile,7,35,788.1
2020-05-16,Amazon,San Francisco,Final Mile,5,25,125.29
2020-05-16,Amazon,Los Angeles,Final Mile,5,30,515.38
2020-05-16,Amazon,San Diego,Final Mile,7,28,187.97
2020-05-16,Amazon,Houston,Final Mile,3,15,80.84
2020-05-16,Amazon,Birmingham,Final Mile,3,15,225.18
2020-05-16,Amazon,Nashville,Final Mile,2,10,202.5
2020-05-16,Amazon,Dallas,Final Mile,7,35,790.11
2020-05-16,Amazon,Tampa Bay,Final Mile,7,35,390.26
2020-05-16,Amazon,Sacramento,Final Mile,2,12,270.72
2020-05-16,Walmart,Milwaukee,Middle Mile,3,12,186.84
2020-05-16,Walmart,Chicago,Middle Mile,9,54,1272.26
2020-05-16,Target,Atlanta,Middle Mile,6,18,152.35
2020-05-16,Amazon,Minneapolis,Final Mile,5,35,720.04
2020-05-16,Target,Detroit,Middle Mile,6,30,156.68
2020-05-16,Target,San Francisco,Middle Mile,4,20,202.14
2020-05-16,Costco,Detroit,First Mile,1,6,125.3
2020-05-16,Costco,Los Angeles,First Mile,3,15,346.88
2020-05-16,Costco,Sacramento,First Mile,2,12,191.93
2020-05-16,Costco,Milwaukee,First Mile,1,5,55.51
2020-05-16,Costco,San Francisco,First Mile,2,10,355.74
2020-05-16,Costco,Houston,First Mile,1,5,70.43
2020-05-16,Target,Los Angeles,Middle Mile,4,20,292.68
2020-05-16,Target,Seattle,Middle Mile,4,20,497.82
2020-05-16,Target,Sacramento,Middle Mile,7,35,267.79
2020-05-16,Target,Nashville,Middle Mile,7,35,432.5
2020-05-16,Target,Tampa Bay,Middle Mile,4,20,81.95
2020-05-16,Costco,Miami,First Mile,3,12,406.08
2020-05-17,Chick-Fil-A,Tampa Bay,Final Mile,5,30,298.69
2020-05-17,Home Goods,New York,Middle Mile,2,8,145.08
2020-05-17,Home Goods,Birmingham,Middle Mile,6,30,209.95
2020-05-17,Home Goods,Chicago,Middle Mile,3,12,157.28
2020-05-17,T.J. Maxx,Chicago,Middle Mile,6,42,379.44
2020-05-17,Home Depot,Atlanta,Final Mile,8,40,1830.85
2020-05-17,Home Depot,Nashville,Final Mile,9,45,1225.72
2020-05-17,Home Depot,Miami,Final Mile,3,15,623.5
2020-05-17,Home Depot,San Diego,Final Mile,7,35,480.05
2020-05-17,Home Depot,Tampa Bay,Final Mile,4,20,1459.32
2020-05-17,Costco,Nashville,First Mile,2,10,313.3
2020-05-17,Costco,Detroit,First Mile,1,7,146.19
2020-05-17,Home Depot,Chicago,Final Mile,8,40,2919.39
2020-05-17,Chick-Fil-A,Houston,Final Mile,5,25,351.17
2020-05-17,Starbucks,Sacramento,Middle Mile,2,10,85.96
2020-05-17,Chipotle,Dallas,Final Mile,3,15,203.99
2020-05-17,Lowes,Milwaukee,Final Mile,1,6,180.16
2020-05-17,Lowes,Detroit,Final Mile,2,10,81.84
2020-05-17,Lowes,Chicago,Final Mile,4,20,1039.95
2020-05-17,Lowes,Sacramento,Final Mile,4,20,822.6
2020-05-17,Shein,Tampa Bay,Middle Mile,6,36,827.23
2020-05-17,Shein,Los Angeles,Middle Mile,1,5,32.52
2020-05-17,Shein,Dallas,Middle Mile,6,30,627.67
2020-05-17,Starbucks,Houston,Middle Mile,6,30,313.33
2020-05-17,Starbucks,Birmingham,Middle Mile,6,24,232.54
2020-05-17,Starbucks,Atlanta,Middle Mile,2,10,149.22
2020-05-17,Starbucks,Tampa Bay,Middle Mile,3,18,77.96
2020-05-17,Starbucks,Minneapolis,Middle Mile,3,15,225.35
2020-05-17,Costco,Dallas,First Mile,2,12,258.0
2020-05-17,Chick-Fil-A,Detroit,Final Mile,6,24,182.07
2020-05-17,Costco,Minneapolis,First Mile,3,12,473.92
2020-05-17,Costco,Birmingham,First Mile,1,5,78.08
2020-05-17,Amazon,Atlanta,Final Mile,7,28,630.48
2020-05-17,Amazon,Chicago,Final Mile,7,35,383.91
2020-05-17,Costco,San Diego,First Mile,4,20,443.6
2020-05-17,Amazon,San Francisco,Final Mile,5,25,125.29
2020-05-17,Amazon,Los Angeles,Final Mile,5,30,515.38
2020-05-17,Amazon,San Diego,Final Mile,7,35,234.96
2020-05-17,Amazon,Houston,Final Mile,3,15,80.84
2020-05-17,Amazon,New York,Final Mile,3,21,488.3
2020-05-17,Amazon,Birmingham,Final Mile,3,12,180.14
2020-05-17,Amazon,Nashville,Final Mile,2,10,202.5
2020-05-17,Amazon,Dallas,Final Mile,7,35,790.11
2020-05-17,Amazon,Tampa Bay,Final Mile,7,35,390.26
2020-05-17,Amazon,Sacramento,Final Mile,2,10,225.6
2020-05-17,Walmart,New York,Middle Mile,6,30,132.1
2020-05-17,Walmart,Milwaukee,Middle Mile,3,15,233.55
2020-05-17,Amazon,Minneapolis,Final Mile,5,30,617.18
2020-05-17,Target,Atlanta,Middle Mile,6,36,304.7
2020-05-17,Costco,Houston,First Mile,1,5,70.43
2020-05-17,Walmart,Chicago,Middle Mile,9,45,1060.22
2020-05-17,Costco,New York,First Mile,3,15,222.83
2020-05-17,Costco,Los Angeles,First Mile,3,12,277.51
2020-05-17,Costco,Sacramento,First Mile,2,8,127.95
2020-05-17,Costco,San Francisco,First Mile,2,10,355.74
2020-05-17,Target,Dallas,Middle Mile,7,35,268.72
2020-05-17,Costco,Chicago,First Mile,1,4,151.75
2020-05-17,Target,Seattle,Middle Mile,4,20,497.82
2020-05-17,Target,Chicago,Middle Mile,9,45,540.93
2020-05-17,Target,Sacramento,Middle Mile,7,42,321.35
2020-05-17,Target,San Francisco,Middle Mile,4,20,202.14
2020-05-17,Target,Milwaukee,Middle Mile,8,48,337.24
2020-05-17,Target,Los Angeles,Middle Mile,4,20,292.68
2020-05-18,Chipotle,Dallas,Final Mile,17,85,1155.93
2020-05-18,Chipotle,Detroit,Final Mile,14,70,306.12
2020-05-18,Home Goods,New York,Middle Mile,13,78,1414.52
2020-05-18,Home Goods,Los Angeles,Middle Mile,28,140,1417.76
2020-05-18,Home Goods,Chicago,Middle Mile,17,85,1114.08
2020-05-18,T.J. Maxx,Seattle,Middle Mile,17,85,861.94
2020-05-18,T.J. Maxx,Chicago,Middle Mile,31,155,1400.3
2020-05-18,Starbucks,Los Angeles,Middle Mile,36,180,2763.14
2020-05-18,Home Depot,Nashville,Final Mile,46,184,5011.83
2020-05-18,Costco,Nashville,First Mile,13,65,2036.48
2020-05-18,Chipotle,Atlanta,Final Mile,16,80,1367.24
2020-05-18,Home Goods,San Francisco,Middle Mile,31,155,1093.94
2020-05-18,Chipotle,Milwaukee,Final Mile,20,120,1693.12
2020-05-18,Costco,Seattle,First Mile,13,65,1401.04
2020-05-18,Lowes,Milwaukee,Final Mile,8,32,960.83
2020-05-18,Lowes,Detroit,Final Mile,11,44,360.11
2020-05-18,Lowes,Chicago,Final Mile,24,120,6239.69
2020-05-18,Shein,Houston,Middle Mile,12,60,669.91
2020-05-18,Shein,Tampa Bay,Middle Mile,33,165,3791.45
2020-05-18,Shein,Sacramento,Middle Mile,15,90,899.15
2020-05-18,Shein,Chicago,Middle Mile,24,120,1626.45
2020-05-18,Shein,Dallas,Middle Mile,34,170,3556.82
2020-05-18,Starbucks,Chicago,Middle Mile,35,175,2818.28
2020-05-18,Starbucks,Atlanta,Middle Mile,12,60,895.3
2020-05-18,Starbucks,Detroit,Middle Mile,12,72,1167.14
2020-05-18,Starbucks,Miami,Middle Mile,34,170,738.99
2020-05-18,Chipotle,New York,Final Mile,34,170,2244.74
2020-05-18,Costco,Detroit,First Mile,7,35,730.94
2020-05-18,Home Depot,Detroit,Final Mile,39,195,7717.23
2020-05-18,Costco,Minneapolis,First Mile,17,85,3356.93
2020-05-18,Costco,Dallas,First Mile,13,91,1956.52
2020-05-18,Amazon,Chicago,Final Mile,36,180,1974.4
2020-05-18,Amazon,Atlanta,Final Mile,38,190,4278.24
2020-05-18,Amazon,San Francisco,Final Mile,26,130,651.49
2020-05-18,Amazon,Los Angeles,Final Mile,29,145,2491.01
2020-05-18,Amazon,New York,Final Mile,15,75,1743.94
2020-05-18,Amazon,Birmingham,Final Mile,17,85,1276.0
2020-05-18,Amazon,Minneapolis,Final Mile,26,130,2674.43
2020-05-18,Amazon,Dallas,Final Mile,38,190,4289.14
2020-05-18,Amazon,Tampa Bay,Final Mile,35,280,3122.08
2020-05-18,Walmart,New York,Middle Mile,33,165,726.55
2020-05-18,Walmart,Milwaukee,Middle Mile,19,95,1479.18
2020-05-18,Walmart,Chicago,Middle Mile,45,225,5301.1
2020-05-18,Amazon,Nashville,Final Mile,14,70,1417.52
2020-05-18,Target,Milwaukee,Middle Mile,40,200,1405.18
2020-05-18,Target,Atlanta,Middle Mile,33,165,1396.52
2020-05-18,Costco,Houston,First Mile,9,45,633.9
2020-05-18,Costco,Chicago,First Mile,7,42,1593.33
2020-05-18,Costco,New York,First Mile,17,85,1262.72
2020-05-18,Costco,Miami,First Mile,19,114,3857.75
2020-05-18,Costco,Atlanta,First Mile,21,105,3728.37
2020-05-18,Costco,Sacramento,First Mile,10,40,639.75
2020-05-18,Target,Seattle,Middle Mile,24,120,2986.9
2020-05-18,Target,Nashville,Middle Mile,37,148,1828.87
2020-05-18,Target,Tampa Bay,Middle Mile,21,84,344.18
2020-05-18,Target,Detroit,Middle Mile,32,160,835.62
2020-05-18,Target,Los Angeles,Middle Mile,20,100,1463.42
2020-05-19,Chick-Fil-A,San Francisco,Final Mile,12,72,656.76
2020-05-19,Home Goods,Detroit,Middle Mile,38,190,1229.76
2020-05-19,Chick-Fil-A,Los Angeles,Final Mile,18,90,1348.89
2020-05-19,Home Goods,Houston,Middle Mile,22,110,1586.06
2020-05-19,Home Goods,Los Angeles,Middle Mile,28,140,1417.76
2020-05-19,Home Goods,Chicago,Middle Mile,17,85,1114.08
2020-05-19,Home Depot,Miami,Final Mile,17,85,3533.17
2020-05-19,T.J. Maxx,Seattle,Middle Mile,17,85,861.94
2020-05-19,Home Depot,Atlanta,Final Mile,41,205,9383.08
2020-05-19,Home Depot,Detroit,Final Mile,39,195,7717.23
2020-05-19,Home Depot,Chicago,Final Mile,40,200,14596.95
2020-05-19,Chipotle,Seattle,Final Mile,41,205,994.27
2020-05-19,Home Goods,Sacramento,Middle Mile,32,160,677.32
2020-05-19,Chipotle,Detroit,Final Mile,14,70,306.12
2020-05-19,Starbucks,Milwaukee,Middle Mile,30,120,1038.07
2020-05-19,Chipotle,Chicago,Final Mile,43,172,2398.47
2020-05-19,Starbucks,Los Angeles,Middle Mile,36,180,2763.14
2020-05-19,Starbucks,Sacramento,Middle Mile,14,84,722.04
2020-05-19,Home Depot,San Diego,Final Mile,37,185,2537.41
2020-05-19,Starbucks,San Diego,Middle Mile,33,165,2893.51
2020-05-19,Starbucks,Atlanta,Middle Mile,12,60,895.3
2020-05-19,Shein,Milwaukee,Middle Mile,33,165,3807.96
2020-05-19,Chipotle,Tampa Bay,Final Mile,19,95,1049.68
2020-05-19,Shein,Dallas,Middle Mile,34,170,3556.82
2020-05-19,Shein,Los Angeles,Middle Mile,9,45,292.72
2020-05-19,Shein,Tampa Bay,Middle Mile,33,165,3791.45
2020-05-19,Lowes,Sacramento,Final Mile,21,84,3454.91
2020-05-19,Lowes,Chicago,Final Mile,24,120,6239.69
2020-05-19,Lowes,Detroit,Final Mile,11,55,450.14
2020-05-19,Chipotle,Milwaukee,Final Mile,20,80,1128.74
2020-05-19,Shein,Detroit,Middle Mile,25,125,995.23
2020-05-19,Home Depot,Nashville,Final Mile,46,230,6264.79
2020-05-19,Home Depot,Milwaukee,Final Mile,19,95,3426.42
2020-05-19,Costco,Seattle,First Mile,13,39,840.63
2020-05-19,Home Depot,Tampa Bay,Final Mile,22,110,8026.27
2020-05-19,Amazon,Chicago,Final Mile,36,216,2369.28
2020-05-19,Amazon,Atlanta,Final Mile,38,152,3422.59
2020-05-19,Amazon,San Francisco,Final Mile,26,130,651.49
2020-05-19,Amazon,Los Angeles,Final Mile,29,174,2989.22
2020-05-19,Amazon,San Diego,Final Mile,38,228,1530.58
2020-05-19,Amazon,Houston,Final Mile,19,95,512.01
2020-05-19,Amazon,New York,Final Mile,15,75,1743.94
2020-05-19,Amazon,Nashville,Final Mile,14,84,1701.02
2020-05-19,Amazon,Minneapolis,Final Mile,26,104,2139.54
2020-05-19,Amazon,Dallas,Final Mile,38,152,3431.31
2020-05-19,Amazon,Tampa Bay,Final Mile,35,175,1951.3
2020-05-19,Amazon,Sacramento,Final Mile,11,55,1240.81
2020-05-19,Walmart,New York,Middle Mile,33,165,726.55
2020-05-19,Walmart,Milwaukee,Middle Mile,19,95,1479.18
2020-05-19,Amazon,Birmingham,Final Mile,17,85,1276.0
2020-05-19,Target,Milwaukee,Middle Mile,40,120,843.11
2020-05-19,Costco,Minneapolis,First Mile,17,85,3356.93
2020-05-19,Walmart,Chicago,Middle Mile,45,225,5301.1
2020-05-19,Costco,San Diego,First Mile,21,105,2328.92
2020-05-19,Costco,Birmingham,First Mile,6,30,468.48
2020-05-19,Costco,New York,First Mile,17,68,1010.18
2020-05-19,Costco,Sacramento,First Mile,10,60,959.63
2020-05-19,Costco,Milwaukee,First Mile,8,48,532.89
2020-05-19,Costco,Los Angeles,First Mile,15,75,1734.41
2020-05-19,Costco,Atlanta,First Mile,21,105,3728.37
2020-05-19,Target,Dallas,Middle Mile,35,140,1074.86
2020-05-19,Target,Los Angeles,Middle Mile,20,80,1170.73
2020-05-19,Target,Chicago,Middle Mile,46,230,2764.74
2020-05-19,Target,Tampa Bay,Middle Mile,21,105,430.22
2020-05-19,Target,Detroit,Middle Mile,32,160,835.62
2020-05-19,Costco,San Francisco,First Mile,11,55,1956.54
2020-05-20,Chipotle,Dallas,Final Mile,8,40,543.97
2020-05-20,Home Goods,Birmingham,Middle Mile,15,75,524.88
2020-05-20,Chipotle,Detroit,Final Mile,7,35,153.06
2020-05-20,Chick-Fil-A,San Francisco,Final Mile,6,30,273.65
2020-05-20,Chick-Fil-A,Houston,Final Mile,14,70,983.28
2020-05-20,Home Goods,Houston,Middle Mile,11,55,793.03
2020-05-20,Home Goods,Chicago,Middle Mile,8,48,629.13
2020-05-20,Home Depot,Sacramento,Final Mile,15,60,2714.56
2020-05-20,Home Goods,Sacramento,Middle Mile,16,80,338.66
2020-05-20,Home Depot,Seattle,Final Mile,6,30,1039.0
2020-05-20,Home Depot,Houston,Final Mile,23,69,3182.62
2020-05-20,Home Depot,Miami,Final Mile,8,40,1662.67
2020-05-20,Home Depot,Los Angeles,Final Mile,22,110,7168.17
2020-05-20,Chipotle,Atlanta,Final Mile,8,40,683.62
2020-05-20,Home Goods,Tampa Bay,Middle Mile,9,45,376.88
2020-05-20,Chipotle,Milwaukee,Final Mile,10,50,705.47
2020-05-20,Starbucks,Tampa Bay,Middle Mile,7,35,151.6
2020-05-20,Lowes,Milwaukee,Final Mile,4,16,480.42
2020-05-20,Home Depot,Dallas,Final Mile,18,90,1805.56
2020-05-20,Starbucks,San Diego,Middle Mile,16,64,1122.33
2020-05-20,Starbucks,Detroit,Middle Mile,6,30,486.31
2020-05-20,Starbucks,New York,Middle Mile,13,65,400.64
2020-05-20,Starbucks,San Francisco,Middle Mile,16,80,569.13
2020-05-20,Starbucks,Houston,Middle Mile,16,80,835.54
2020-05-20,Chipotle,New York,Final Mile,17,68,897.9
2020-05-20,Shein,Milwaukee,Middle Mile,16,80,1846.29
2020-05-20,Shein,Chicago,Middle Mile,12,60,813.22
2020-05-20,Shein,Sacramento,Middle Mile,7,35,349.67
2020-05-20,Shein,Houston,Middle Mile,6,24,267.96
2020-05-20,Lowes,Sacramento,Final Mile,10,50,2056.49
2020-05-20,Lowes,Chicago,Final Mile,12,60,3119.84
2020-05-20,Lowes,Detroit,Final Mile,5,35,286.45
2020-05-20,Shein,Nashville,Middle Mile,12,60,1301.51
2020-05-20,Home Depot,Milwaukee,Final Mile,9,45,1623.04
2020-05-20,Amazon,Houston,Final Mile,9,45,242.53
2020-05-20,Home Depot,Tampa Bay,Final Mile,11,55,4013.14
2020-05-20,Target,Atlanta,Middle Mile,16,80,677.1
2020-05-20,Walmart,Chicago,Middle Mile,22,66,1554.99
2020-05-20,Walmart,New York,Middle Mile,16,64,281.81
2020-05-20,Amazon,Sacramento,Final Mile,5,25,564.0
2020-05-20,Amazon,Tampa Bay,Final Mile,17,102,1137.33
2020-05-20,Amazon,Dallas,Final Mile,19,95,2144.57
2020-05-20,Target,Milwaukee,Middle Mile,20,100,702.59
2020-05-20,Amazon,Minneapolis,Final Mile,13,65,1337.21
2020-05-20,Amazon,New York,Final Mile,7,35,813.84
2020-05-20,Home Depot,Nashville,Final Mile,23,115,3132.39
2020-05-20,Amazon,San Diego,Final Mile,19,95,637.74
2020-05-20,Amazon,Los Angeles,Final Mile,14,70,1202.56
2020-05-20,Amazon,San Francisco,Final Mile,13,65,325.74
2020-05-20,Amazon,Chicago,Final Mile,18,90,987.2
2020-05-20,Amazon,Nashville,Final Mile,7,35,708.76
2020-05-20,Target,San Francisco,Middle Mile,10,50,505.35
2020-05-20,Amazon,Atlanta,Final Mile,19,95,2139.12
2020-05-20,Target,Tampa Bay,Middle Mile,10,40,163.89
2020-05-20,Target,Detroit,Middle Mile,16,80,417.81
2020-05-20,Costco,Nashville,First Mile,6,30,939.91
2020-05-20,Costco,Seattle,First Mile,6,36,775.96
2020-05-20,Costco,Detroit,First Mile,3,12,250.61
2020-05-20,Costco,Dallas,First Mile,6,30,645.01
2020-05-20,Costco,Minneapolis,First Mile,8,40,1579.73
2020-05-20,Costco,San Diego,First Mile,10,50,1109.01
2020-05-20,Home Depot,Birmingham,Final Mile,6,24,1798.88
2020-05-20,Costco,Sacramento,First Mile,5,25,399.85
2020-05-20,Costco,San Francisco,First Mile,5,20,711.47
2020-05-20,Costco,Miami,First Mile,9,45,1522.8
2020-05-20,Target,Chicago,Middle Mile,23,115,1382.37
2020-05-20,Target,Sacramento,Middle Mile,18,90,688.61
2020-05-20,Costco,Los Angeles,First Mile,7,42,971.27
2020-05-20,Target,Nashville,Middle Mile,18,72,889.72
2020-05-21,Lowes,Milwaukee,Final Mile,4,24,720.62
2020-05-21,Chipotle,Milwaukee,Final Mile,10,50,705.47
2020-05-21,Chipotle,San Francisco,Final Mile,14,70,508.63
2020-05-21,Chipotle,Chicago,Final Mile,21,105,1464.18
2020-05-21,Chipotle,Houston,Final Mile,15,60,903.49
2020-05-21,Chipotle,Detroit,Final Mile,7,35,153.06
2020-05-21,Home Goods,Birmingham,Middle Mile,15,75,524.88
2020-05-21,Chick-Fil-A,Houston,Final Mile,14,70,983.28
2020-05-21,Home Goods,Miami,Middle Mile,13,65,772.67
2020-05-21,T.J. Maxx,Los Angeles,Middle Mile,20,100,488.92
2020-05-21,T.J. Maxx,Chicago,Middle Mile,15,75,677.57
2020-05-21,Lowes,Detroit,Final Mile,5,20,163.69
2020-05-21,Home Depot,Houston,Final Mile,23,115,5304.37
2020-05-21,Chick-Fil-A,Los Angeles,Final Mile,9,45,674.44
2020-05-21,Lowes,Chicago,Final Mile,12,60,3119.84
2020-05-21,Starbucks,San Francisco,Middle Mile,16,64,455.3
2020-05-21,Shein,Houston,Middle Mile,6,30,334.96
2020-05-21,Shein,Tampa Bay,Middle Mile,16,80,1838.28
2020-05-21,Shein,Sacramento,Middle Mile,7,35,349.67
2020-05-21,Shein,Nashville,Middle Mile,12,60,1301.51
2020-05-21,Shein,Dallas,Middle Mile,17,85,1778.41
2020-05-21,Starbucks,Houston,Middle Mile,16,80,835.54
2020-05-21,Starbucks,Seattle,Middle Mile,17,85,1294.66
2020-05-21,Starbucks,Birmingham,Middle Mile,17,85,823.59
2020-05-21,Starbucks,San Diego,Middle Mile,16,80,1402.92
2020-05-21,Starbucks,Tampa Bay,Middle Mile,7,42,181.91
2020-05-21,Starbucks,Milwaukee,Middle Mile,15,75,648.79
2020-05-21,Starbucks,Sacramento,Middle Mile,7,42,361.02
2020-05-21,Starbucks,Los Angeles,Middle Mile,18,90,1381.57
2020-05-21,Home Depot,Chicago,Final Mile,20,100,7298.48
2020-05-21,Lowes,Sacramento,Final Mile,10,50,2056.49
2020-05-21,Home Depot,Miami,Final Mile,8,48,1995.2
2020-05-21,Home Depot,Nashville,Final Mile,23,115,3132.39
2020-05-21,Amazon,Chicago,Final Mile,18,90,987.2
2020-05-21,Home Depot,San Diego,Final Mile,18,108,1481.3
2020-05-21,Amazon,Atlanta,Final Mile,19,95,2139.12
2020-05-21,Amazon,San Francisco,Final Mile,13,65,325.74
2020-05-21,Amazon,San Diego,Final Mile,19,95,637.74
2020-05-21,Amazon,Houston,Final Mile,9,45,242.53
2020-05-21,Amazon,New York,Final Mile,7,35,813.84
2020-05-21,Amazon,Birmingham,Final Mile,8,40,600.47
2020-05-21,Amazon,Nashville,Final Mile,7,42,850.51
2020-05-21,Amazon,Dallas,Final Mile,19,76,1715.66
2020-05-21,Amazon,Tampa Bay,Final Mile,17,85,947.77
2020-05-21,Amazon,Sacramento,Final Mile,5,30,676.81
2020-05-21,Walmart,Milwaukee,Middle Mile,9,45,700.66
2020-05-21,Target,Milwaukee,Middle Mile,20,80,562.07
2020-05-21,Target,San Francisco,Middle Mile,10,50,505.35
2020-05-21,Amazon,Minneapolis,Final Mile,13,65,1337.21
2020-05-21,Target,Tampa Bay,Middle Mile,10,50,204.87
2020-05-21,Target,Detroit,Middle Mile,16,64,334.25
2020-05-21,Home Depot,Birmingham,Final Mile,6,42,3148.04
2020-05-21,Costco,Nashville,First Mile,6,30,939.91
2020-05-21,Costco,Seattle,First Mile,6,30,646.64
2020-05-21,Costco,Detroit,First Mile,3,15,313.26
2020-05-21,Costco,Minneapolis,First Mile,8,40,1579.73
2020-05-21,Costco,Chicago,First Mile,3,15,569.05
2020-05-21,Home Depot,Tampa Bay,Final Mile,11,55,4013.14
2020-05-21,Costco,Miami,First Mile,9,45,1522.8
2020-05-21,Target,Dallas,Middle Mile,17,85,652.59
2020-05-21,Target,Los Angeles,Middle Mile,10,40,585.37
2020-05-21,Target,Seattle,Middle Mile,12,60,1493.45
2020-05-21,Target,Nashville,Middle Mile,18,72,889.72
2020-05-21,Costco,San Francisco,First Mile,5,25,889.34
2020-05-22,Chipotle,New York,Final Mile,17,85,1122.37
2020-05-22,Chipotle,Dallas,Final Mile,8,40,543.97
2020-05-22,Chick-Fil-A,Detroit,Final Mile,15,60,455.17
2020-05-22,Chick-Fil-A,Tampa Bay,Final Mile,14,70,696.94
2020-05-22,Home Goods,Houston,Middle Mile,11,55,793.03
2020-05-22,Home Goods,Birmingham,Middle Mile,15,75,524.88
2020-05-22,T.J. Maxx,Chicago,Middle Mile,15,90,813.08
2020-05-22,Home Goods,San Francisco,Middle Mile,15,60,423.46
2020-05-22,T.J. Maxx,Milwaukee,Middle Mile,21,105,415.94
2020-05-22,Home Depot,San Francisco,Final Mile,13,65,4694.67
2020-05-22,Home Depot,Dallas,Final Mile,18,90,1805.56
2020-05-22,Home Depot,Milwaukee,Final Mile,9,45,1623.04
2020-05-22,Home Goods,Sacramento,Middle Mile,16,48,203.2
2020-05-22,Lowes,Detroit,Final Mile,5,25,204.61
2020-05-22,Home Depot,Tampa Bay,Final Mile,11,44,3210.51
2020-05-22,Lowes,Sacramento,Final Mile,10,60,2467.79
2020-05-22,Shein,Tampa Bay,Middle Mile,16,64,1470.62
2020-05-22,Shein,Los Angeles,Middle Mile,4,20,130.1
2020-05-22,Shein,Sacramento,Middle Mile,7,35,349.67
2020-05-22,Starbucks,Houston,Middle Mile,16,80,835.54
2020-05-22,Starbucks,Chicago,Middle Mile,17,85,1368.88
2020-05-22,Starbucks,New York,Middle Mile,13,78,480.77
2020-05-22,Starbucks,Nashville,Middle Mile,16,80,1228.04
2020-05-22,Starbucks,Birmingham,Middle Mile,17,85,823.59
2020-05-22,Starbucks,Atlanta,Middle Mile,6,30,447.65
2020-05-22,Starbucks,Detroit,Middle Mile,6,30,486.31
2020-05-22,Starbucks,San Diego,Middle Mile,16,80,1402.92
2020-05-22,Starbucks,Milwaukee,Middle Mile,15,60,519.04
2020-05-22,Starbucks,Los Angeles,Middle Mile,18,90,1381.57
2020-05-22,Lowes,Chicago,Final Mile,12,60,3119.84
2020-05-22,Costco,Nashville,First Mile,6,30,939.91
2020-05-22,Costco,Seattle,First Mile,6,24,517.31
2020-05-22,Costco,Detroit,First Mile,3,15,313.26
2020-05-22,Amazon,Chicago,Final Mile,18,108,1184.64
2020-05-22,Amazon,San Francisco,Final Mile,13,65,325.74
2020-05-22,Amazon,Los Angeles,Final Mile,14,70,1202.56
2020-05-22,Amazon,New York,Final Mile,7,35,813.84
2020-05-22,Amazon,Birmingham,Final Mile,8,40,600.47
2020-05-22,Amazon,Minneapolis,Final Mile,13,65,1337.21
2020-05-22,Amazon,Tampa Bay,Final Mile,17,85,947.77
2020-05-22,Walmart,Milwaukee,Middle Mile,9,54,840.79
2020-05-22,Walmart,Chicago,Middle Mile,22,110,2591.65
2020-05-22,Target,Atlanta,Middle Mile,16,80,677.1
2020-05-22,Target,Milwaukee,Middle Mile,20,100,702.59
2020-05-22,Target,San Francisco,Middle Mile,10,60,606.42
2020-05-22,Target,Detroit,Middle Mile,16,80,417.81
2020-05-22,Target,Nashville,Middle Mile,18,90,1112.15
2020-05-22,Amazon,Sacramento,Final Mile,5,25,564.0
2020-05-22,Target,Dallas,Middle Mile,17,85,652.59
2020-05-22,Target,Sacramento,Middle Mile,18,108,826.33
2020-05-22,Costco,Minneapolis,First Mile,8,48,1895.68
2020-05-22,Costco,San Diego,First Mile,10,50,1109.01
2020-05-22,Costco,Birmingham,First Mile,3,15,234.24
2020-05-22,Costco,Chicago,First Mile,3,18,682.86
2020-05-22,Costco,New York,First Mile,8,48,713.07
2020-05-22,Costco,Houston,First Mile,4,20,281.73
2020-05-22,Costco,Sacramento,First Mile,5,25,399.85
2020-05-22,Costco,Milwaukee,First Mile,4,16,177.63
2020-05-22,Costco,San Francisco,First Mile,5,25,889.34
2020-05-22,Costco,Miami,First Mile,9,45,1522.8
2020-05-22,Costco,Atlanta,First Mile,10,60,2130.5
2020-05-22,Costco,Los Angeles,First Mile,7,35,809.39
2020-05-23,Lowes,Detroit,Final Mile,2,12,98.21
2020-05-23,Home Goods,Los Angeles,Middle Mile,5,20,202.54
2020-05-23,Chipotle,New York,Final Mile,6,30,396.13
2020-05-23,Chipotle,Miami,Final Mile,2,10,167.99
2020-05-23,Chipotle,Houston,Final Mile,6,36,542.1
2020-05-23,Home Goods,New York,Middle Mile,2,10,181.35
2020-05-23,Home Goods,Tampa Bay,Middle Mile,3,12,100.5
2020-05-23,Home Depot,Los Angeles,Final Mile,8,40,2606.61
2020-05-23,T.J. Maxx,Los Angeles,Middle Mile,8,40,195.57
2020-05-23,T.J. Maxx,Milwaukee,Middle Mile,8,48,190.14
2020-05-23,T.J. Maxx,Chicago,Middle Mile,6,42,379.44
2020-05-23,Home Depot,Houston,Final Mile,9,54,2490.75
2020-05-23,Home Depot,Detroit,Final Mile,7,28,1108.12
2020-05-23,Lowes,Chicago,Final Mile,4,20,1039.95
